jobs_id,job_position,job_title,PEP,PEP2,date_record
88,ANALISTA_DE SISTEMAS Y METODOS  INFORMATICOS,ANALISTA_DE SISTEMAS Y METODOS  INFORMATICOS II,,0,04/03/19
89,ANALISTA_DE SISTEMAS Y METODOS INFORMATICOS,ANALISTA_DE SISTEMAS Y METODOS INFORMATICOS III (SUPERVISOR),,0,04/03/19
90,ANALISTA_DE SUELOS Y MATERIALES,ANALISTA_DE SUELOS Y MATERIALES I,,0,04/03/19
91,ANALISTA_DE SUELOS Y MATERIALES,ANALISTA_DE SUELOS Y MATERIALES II,,0,04/03/19
92,ANALISTA_DE SUELOS Y MATERIALES,ANALISTA_DE SUELOS Y MATERIALES III     (SUPERVISOR),,0,04/03/19
93,ANALISTA_DE TRAMITES DE MIGRACION,ANALISTA_DE TRAMITES DE MIGRACION I,,0,04/03/19
94,ANALISTA_DEL SISTEMA DE CONTABILIDAD GUBERNAMENTAL,ANALISTA_DEL SISTEMA DE CONTABILIDAD GUBERNAMENTAL I,,0,04/03/19
95,ANALISTA_DEL SISTEMA DE CONTABILIDAD GUBERNAMENTAL,ANALISTA_DEL SISTEMA DE CONTABILIDAD GUBERNAMENTAL II,,0,04/03/19
96,ANALISTA_DEL SISTEMA DE CONTABILIDAD GUBERNAMENTAL,ANALISTA_DEL SISTEMA DE CONTABILIDAD GUBERNAMENTAL III (SUPE,,0,04/03/19
97,ANALISTA_ECONOMICO FINANCIERO,ANALISTA_ECONOMICO FINANCIERO,,0,04/03/19
98,ANALISTA_ECONOMICO Y SOCIAL,ANALISTA_ECONOMICO Y SOCIAL,,0,04/03/19
99,ANALISTA_FINANCIERO,ANALISTA_FINANCIERO I,,0,04/03/19
100,ANALISTA_FINANCIERO,ANALISTA_FINANCIERO II,,0,04/03/19
101,ANALISTA_FINANCIERO,ANALISTA_FINANCIERO III (SUPERVISOR),,0,04/03/19
102,ANALISTA_OCUPACIONAL,ANALISTA_OCUPACIONAL I,,0,04/03/19
103,ANALISTA_PROGRAMADOR,ANALISTA_PROGRAMADOR DE SISTEMAS,,0,04/03/19
104,ANALISTA_PROGRAMADOR,ANALISTA_PROGRAMADOR DE SISTEMAS WEB,,0,04/03/19
105,ANALISTA_TECNICO ECONOMICO Y FINANCIERO,ANALISTA_TECNICO ECONOMICO Y FINANCIERO,,0,04/03/19
106,ANALISTA_TECNICO ECONOMICO Y FINANCIERO,ANALISTA_TECNICO ECONOMICO Y FINANCIERO SUPERVISOR,,0,04/03/19
107,ANALISTA_TRIBUTARIO,ANALISTA_TRIBUTARIO,,0,04/03/19
108,ANOTADOR_DE CARGA,ANOTADOR_DE CARGA,,0,04/03/19
109,ARCHIVERO,ARCHIVERO_I,,0,04/03/19
110,ARCHIVERO,ARCHIVERO_II,,0,04/03/19
111,ARCHIVERO,ARCHIVERO_III (SUPERVISOR),,0,04/03/19
112,ARMADOR_DE IMPRENTA,ARMADOR_DE IMPRENTA  I,,0,04/03/19
113,ARMADOR_DE IMPRENTA,ARMADOR_DE IMPRENTA II,,0,04/03/19
114,ARMADOR_DE PUENTES,ARMADOR_DE PUENTES,,0,04/03/19
115,ARQUITECTO,ARQUITECTO_  I,,0,04/03/19
116,ARQUITECTO,ARQUITECTO_ II,,0,04/03/19
117,ARQUITECTO,ARQUITECTO_III (SUPERVISOR),,0,04/03/19
118,ASCENSORISTA,ASCENSORISTA,,0,04/03/19
119,ASESOR_ADMINISTRATIVO LEGISLATIVO,ASESOR_ADMINISTRATIVO LEGISLATIVO,P,1,04/03/19
120,ASESOR_ECONOMICO,ASESOR_ECONOMICO,,0,04/03/19
121,ASESOR_FINANCIERO,ASESOR_FINANCIERO,,0,04/03/19
122,ASESOR,ASESOR_I,,0,04/03/19
123,ASESOR,ASESOR_II,,0,04/03/19
124,ASESOR_LEGAL,ASESOR_LEGAL,,0,04/03/19
125,ASESOR_TECNICO ESPECIALIZADO,ASESOR_TECNICO ESPECIALIZADO,,0,04/03/19
126,ASISTENTE_ADMINISTRATIVO DEL DESPACHO PRESIDENCIAL,ASISTENTE_ADMINISTRATIVO DEL DESPACHO PRESIDENCIAL,,0,04/03/19
127,ASISTENTE_ADMINISTRATIVO,ASISTENTE_ADMINISTRATIVO I,,0,04/03/19
128,ASISTENTE_ADMINISTRATIVO,ASISTENTE_ADMINISTRATIVO II,,0,04/03/19
129,ASISTENTE_AGROPECUARIO,ASISTENTE_AGROPECUARIO I,,0,04/03/19
130,ASISTENTE_AGROPECUARIO,ASISTENTE_AGROPECUARIO II,,0,04/03/19
131,ASISTENTE_AGROPECUARIO,ASISTENTE_AGROPECUARIO III,,0,04/03/19
132,ASISTENTE_DE  OFICIAL DE PROTOCOLO,ASISTENTE_DE  OFICIAL DE PROTOCOLO,,0,04/03/19
133,ASISTENTE_DE ABOGADO,ASISTENTE_DE ABOGADO  I,,0,04/03/19
134,ASISTENTE_DE ABOGADO,ASISTENTE_DE ABOGADO II,,0,04/03/19
135,ASISTENTE_DE ABOGADO,ASISTENTE_DE ABOGADO III,,0,04/03/19
136,ASISTENTE_DE ANALISTA DE ACCIONES DE PERSONAL,ASISTENTE_DE ANALISTA DE ACCIONES DE PERSONAL,,0,04/03/19
137,ASISTENTE_DE ANALISTA DE ORGANIZACION Y SISTEMAS ADMTVOS.,ASISTENTE_DE ANALISTA DE ORGANIZACION Y SISTEMAS ADMTVOS.,,0,04/03/19
138,ASISTENTE_DE ANALISTA DE PERSONAL,ASISTENTE_DE ANALISTA DE PERSONAL,,0,04/03/19
139,ASISTENTE_DE ANALISTA DE PRESUPUESTO,ASISTENTE_DE ANALISTA DE PRESUPUESTO,,0,04/03/19
140,ASISTENTE_DE ARQUITECTO,ASISTENTE_DE ARQUITECTO,,0,04/03/19
141,ASISTENTE_DE AUDITORIA,ASISTENTE_DE AUDITORIA,,0,04/03/19
142,ASISTENTE_DE BIBLIOTECOLOGO,ASISTENTE_DE BIBLIOTECOLOGO,,0,04/03/19
143,ASISTENTE_DE BIOLOGO,ASISTENTE_DE BIOLOGO,,0,04/03/19
144,ASISTENTE_DE CITOLOGIA,ASISTENTE_DE CITOLOGIA,,0,04/03/19
145,ASISTENTE_DE CLINICA,ASISTENTE_DE CLINICA,,0,04/03/19
146,ASISTENTE_DE CLINICA,ASISTENTE_DE CLINICA II,,0,04/03/19
147,ASISTENTE_DE CLINICA,ASISTENTE_DE CLINICA III,,0,04/03/19
148,ASISTENTE_DE CLINICA,ASISTENTE_DE CLINICA IV,,0,04/03/19
149,ASISTENTE_DE CLINICA,ASISTENTE_DE CLINICA IX,,0,04/03/19
150,ASISTENTE_DE CLINICA,ASISTENTE_DE CLINICA V,,0,04/03/19
151,ASISTENTE_DE CLINICA,ASISTENTE_DE CLINICA VI,,0,04/03/19
152,ASISTENTE_DE CLINICA,ASISTENTE_DE CLINICA VII,,0,04/03/19
153,ASISTENTE_DE CLINICA,ASISTENTE_DE CLINICA VIII,,0,04/03/19
154,ASISTENTE_DE CLINICA,ASISTENTE_DE CLINICA X,,0,04/03/19
155,ASISTENTE_DE CLINICA,ASISTENTE_DE CLINICA XIV,,0,04/03/19
156,ASISTENTE_DE CONTABILIDAD,ASISTENTE_DE CONTABILIDAD,,0,04/03/19
157,ASISTENTE_DE DEFENSOR DE OFICIO,ASISTENTE_DE DEFENSOR DE OFICIO,,0,04/03/19
158,ASISTENTE_DE DIETETICA,ASISTENTE_DE DIETETICA,,0,04/03/19
159,ASISTENTE_DE DISENADOR GRAFICO,ASISTENTE_DE DISEQADOR GRAFICO,,0,04/03/19
160,ASISTENTE_DE ECONOMISTA,ASISTENTE_DE ECONOMISTA,,0,04/03/19
161,ASISTENTE_DE ESTADISTICA,ASISTENTE_DE ESTADISTICA,,0,04/03/19
162,ASISTENTE_DE FISIOTERAPIA,ASISTENTE_DE FISIOTERAPIA I,,0,04/03/19
163,ASISTENTE_DE FISIOTERAPIA,ASISTENTE_DE FISIOTERAPIA IV,,0,04/03/19
164,ASISTENTE_DE FISIOTERAPIA O KINESIOLOGIA,ASISTENTE_DE FISIOTERAPIA O KINESIOLOGIA,,0,04/03/19
165,ASISTENTE_DE INFORMACION Y RELACIONES PUBLICAS,ASISTENTE_DE INFORMACION Y RELACIONES PUBLICAS,,0,04/03/19
166,ASISTENTE_DE INVESTIGADOR,ASISTENTE_DE INVESTIGADOR,,0,04/03/19
167,ASISTENTE_DE JUEZ,ASISTENTE_DE JUEZ,,0,04/03/19
168,ASISTENTE_DE LABORATORIO,ASISTENTE_DE LABORATORIO,,0,04/03/19
169,ASISTENTE_DE LABORATORIO DOCENTE,ASISTENTE_DE LABORATORIO DOCENTE,,0,04/03/19
170,ASISTENTE_DE MAGISTRADO,ASISTENTE_DE MAGISTRADO,,0,04/03/19
171,ASISTENTE_DE MECANICO DE MANTENIMIENTO,ASISTENTE_DE MECANICO DE MANTENIMIENTO,,0,04/03/19
172,ASISTENTE_DE PERITO FORENSE,ASISTENTE_DE PERITO FORENSE,,0,04/03/19
173,ASISTENTE_DE PLANIFICADOR,ASISTENTE_DE PLANIFICADOR,,0,04/03/19
174,ASISTENTE_DE PROCURADOR,ASISTENTE_DE PROCURADOR,,0,04/03/19
175,ASISTENTE_DE PRODUCCION,ASISTENTE_DE PRODUCCION,,0,04/03/19
176,ASISTENTE_DE PRODUCCION TELEVISIVA Y RADIAL,ASISTENTE_DE PRODUCCION TELEVISIVA Y RADIAL,,0,04/03/19
177,ASISTENTE_DE PSICOLOGO,ASISTENTE_DE PSICOLOGO,,0,04/03/19
178,ASISTENTE_DE QUIMICA,ASISTENTE_DE QUIMICA,,0,04/03/19
179,ASISTENTE_DE SALUD,ASISTENTE_DE SALUD,,0,04/03/19
180,ASISTENTE_DE SALUD,ASISTENTE_DE SALUD I,,0,04/03/19
181,ASISTENTE_DE SALUD,ASISTENTE_DE SALUD II,,0,04/03/19
182,ASISTENTE_DE SALUD,ASISTENTE_DE SALUD IV,,0,04/03/19
183,ASISTENTE_DE SALUD,ASISTENTE_DE SALUD IX,,0,04/03/19
184,ASISTENTE_DE SALUD MENTAL,ASISTENTE_DE SALUD MENTAL,,0,04/03/19
185,ASISTENTE_DE SALUD,ASISTENTE_DE SALUD V,,0,04/03/19
186,ASISTENTE_DE SALUD,ASISTENTE_DE SALUD VI,,0,04/03/19
187,ASISTENTE_DE SALUD,ASISTENTE_DE SALUD VII,,0,04/03/19
188,ASISTENTE_DE SALUD,ASISTENTE_DE SALUD VIII,,0,04/03/19
189,ASISTENTE_DE SALUD,ASISTENTE_DE SALUD X,,0,04/03/19
190,ASISTENTE_DE SALUD,ASISTENTE_DE SALUD XI,,0,04/03/19
191,ASISTENTE_DE SALUD,ASISTENTE_DE SALUD XII,,0,04/03/19
192,ASISTENTE_DE SALUD,ASISTENTE_DE SALUD XIII,,0,04/03/19
193,ASISTENTE_DE SALUD,ASISTENTE_DE SALUD XIV,,0,04/03/19
194,ASISTENTE_DE TECNICO  EN  RADIOLOGIA MEDICA,ASISTENTE_DE TECNICO  EN  RADIOLOGIA MEDICA,,0,04/03/19
195,ASISTENTE_DE TESORERIA,ASISTENTE_DE TESORERIA,,0,04/03/19
196,ASISTENTE_DE TOPOGRAFIA,ASISTENTE_DE TOPOGRAFIA,,0,04/03/19
197,ASISTENTE_DE TRABAJO SOCIAL,ASISTENTE_DE TRABAJO SOCIAL,,0,04/03/19
198,ASISTENTE_EJECUTIVO,ASISTENTE_EJECUTIVO I,,0,04/03/19
199,ASISTENTE_EJECUTIVO,ASISTENTE_EJECUTIVO II,,0,04/03/19
200,ASISTENTE_FISCAL,ASISTENTE_FISCAL,,0,04/03/19
201,ASISTENTE_JEFE DE MANTENIMIENTO Y EQUIPO,ASISTENTE_JEFE DE MANTENIMIENTO Y EQUIPO,,0,04/03/19
202,ASISTENTE_JURIDICO DE FISCAL,ASISTENTE_JURIDICO DE FISCAL,,0,04/03/19
203,ASISTENTE_LEGAL,ASISTENTE_LEGAL DE CAMPO,,0,04/03/19
204,ASISTENTE_PRESIDENCIAL,ASISTENTE_PRESIDENCIAL,,0,04/03/19
205,ASISTENTE_TECNICO,ASISTENTE_TECNICO,,0,04/03/19
206,ASISTENTE_TECNICO DE EQUIPO DE SONIDO,ASISTENTE_TECNICO DE EQUIPO DE SONIDO,,0,04/03/19
207,ASISTENTE_TECNICO LEGAL,ASISTENTE_TECNICO LEGAL I,,0,04/03/19
208,ASISTENTE_TECNICO LEGAL,ASISTENTE_TECNICO LEGAL II,,0,04/03/19
209,ASISTENTE_TECNICO LEGAL,ASISTENTE_TECNICO LEGAL III,,0,04/03/19
210,ASISTENTE_TECNICO PARLAMENTARIO,ASISTENTE_TECNICO PARLAMENTARIO,,0,04/03/19
211,AUDITOR_BANCARIO,AUDITOR_BANCARIO I,,0,04/03/19
212,AUDITOR_FISCAL,AUDITOR_FISCAL I,,0,04/03/19
213,AUDITOR_FISCAL,AUDITOR_FISCAL II,,0,04/03/19
214,AUDITOR_FISCAL,AUDITOR_FISCAL III,,0,04/03/19
215,AUDITOR_FISCAL SUPERVISOR,AUDITOR_FISCAL SUPERVISOR,,0,04/03/19
216,AUDITOR,AUDITOR_I,,0,04/03/19
217,AUDITOR,AUDITOR_II,,0,04/03/19
218,AUDITOR,AUDITOR_III (SUPERVISOR),,0,04/03/19
219,AUXILIAR_DE ALMACENISTA,AUXILIAR_DE ALMACENISTA,,0,04/03/19
220,AUXILIAR_DE BIBLIOTECA,AUXILIAR_DE BIBLIOTECA I,,0,04/03/19
221,AUXILIAR_DE BIBLIOTECA,AUXILIAR_DE BIBLIOTECA II,,0,04/03/19
222,AUXILIAR_DE CAJERO,AUXILIAR_DE CAJERO,,0,04/03/19
223,AUXILIAR_DE COCINA,AUXILIAR_DE COCINA,,0,04/03/19
224,AUXILIAR_DE CONTABILIDAD,AUXILIAR_DE CONTABILIDAD,,0,04/03/19
225,AUXILIAR_DE FISIOTERAPIA,AUXILIAR_DE FISIOTERAPIA I,,0,04/03/19
226,AUXILIAR_DE FISIOTERAPIA,AUXILIAR_DE FISIOTERAPIA IV,,0,04/03/19
227,AUXILIAR_DE FISIOTERAPIA,AUXILIAR_DE FISIOTERAPIA V,,0,04/03/19
228,AUXILIAR_DE IMPRENTA,AUXILIAR_DE IMPRENTA,,0,04/03/19
229,AUXILIAR_DE INFORMACION Y RELACIONES PUBLICAS,AUXILIAR_DE INFORMACION Y RELACIONES PUBLICAS,,0,04/03/19
230,AUXILIAR_DE LA OFICINA JUDICIAL,AUXILIAR_DE LA OFICINA JUDICIAL,,0,04/03/19
231,AUXILIAR_DE LABORATORIO CLINICO,AUXILIAR_DE LABORATORIO CLINICO I,,0,04/03/19
232,AUXILIAR_DE LABORATORIO CLINICO,AUXILIAR_DE LABORATORIO CLINICO IV,,0,04/03/19
233,AUXILIAR_DE LABORATORIO CLINICO,AUXILIAR_DE LABORATORIO CLINICO IX,,0,04/03/19
234,AUXILIAR_DE LABORATORIO CLINICO,AUXILIAR_DE LABORATORIO CLINICO V,,0,04/03/19
235,AUXILIAR_DE LABORATORIO CLINICO,AUXILIAR_DE LABORATORIO CLINICO VI,,0,04/03/19
236,AUXILIAR_DE LABORATORIO CLINICO,AUXILIAR_DE LABORATORIO CLINICO VIII,,0,04/03/19
237,AUXILIAR_DE LABORATORIO CLINICO,AUXILIAR_DE LABORATORIO CLINICO X,,0,04/03/19
238,AUXILIAR_DE LABORATORIO CLINICO,AUXILIAR_DE LABORATORIO CLINICO XIV,,0,04/03/19
239,AUXILIAR_DE MAESTRA PARVULARIA,AUXILIAR_DE MAESTRA PARVULARIA,,0,04/03/19
240,AUXILIAR_DE ODONTOLOGIA,AUXILIAR_DE ODONTOLOGIA,,0,04/03/19
241,AUXILIAR_DE ORTOPEDIA,AUXILIAR_DE ORTOPEDIA,,0,04/03/19
242,AUXILIAR_DE PERFORADOR DE POZOS,AUXILIAR_DE PERFORADOR DE POZOS,,0,04/03/19
243,AUXILIAR_DE PSICOLOGIA,AUXILIAR_DE PSICOLOGIA,,0,04/03/19
244,AUXILIAR_DE TERAPIA OCUPACIONAL,AUXILIAR_DE TERAPIA OCUPACIONAL,,0,04/03/19
245,AUXILIAR_DE TOPOGRAFIA,AUXILIAR_DE TOPOGRAFIA,,0,04/03/19
246,AVALUADOR,AVALUADOR_I,,0,04/03/19
247,AVALUADOR,AVALUADOR_II,,0,04/03/19
248,AVALUADOR,AVALUADOR_JEFE,,0,04/03/19
249,AYUDANTE_ DE ELECTRICISTA,AYUDANTE_ DE ELECTRICISTA,,0,04/03/19
250,AYUDANTE_CARPINTERO,AYUDANTE_CARPINTERO,,0,04/03/19
251,AYUDANTE_DE ALBAQIL,AYUDANTE_DE ALBAQIL,,0,04/03/19
252,AYUDANTE_DE AUTOPSIA,AYUDANTE_DE AUTOPSIA,,0,04/03/19
253,AYUDANTE_DE ENGRASADOR,AYUDANTE_DE ENGRASADOR,,0,04/03/19
254,AYUDANTE_DE FONTANERO,AYUDANTE_DE FONTANERO,,0,04/03/19
255,AYUDANTE_DE INVESTIGADOR ADMINISTRATIVO,AYUDANTE_DE INVESTIGADOR ADMINISTRATIVO,,0,04/03/19
256,AYUDANTE_DE MECANICA,AYUDANTE_DE MECANICA,,0,04/03/19
257,AYUDANTE_DE MECANICO DE REFRIGERACION,AYUDANTE_DE MECANICO DE REFRIGERACION,,0,04/03/19
258,AYUDANTE_DE OPERADOR DE MAQUINARIA  INDUSTRIAL,AYUDANTE_DE OPERADOR DE MAQUINARIA  INDUSTRIAL,,0,04/03/19
259,AYUDANTE_DE REPARADOR DE LLANTAS,AYUDANTE_DE REPARADOR DE LLANTAS,,0,04/03/19
260,AYUDANTE_DE SALUD,AYUDANTE_DE SALUD I,,0,04/03/19
261,AYUDANTE_DE SALUD,AYUDANTE_DE SALUD II,,0,04/03/19
262,AYUDANTE_DE SOLDADOR,AYUDANTE_DE SOLDADOR,,0,04/03/19
263,AYUDANTE_DE VETERINARIO,AYUDANTE_DE VETERINARIO,,0,04/03/19
264,AYUDANTE_GENERAL,AYUDANTE_GENERAL,,0,04/03/19
265,BARBERO,BARBERO,,0,04/03/19
266,BARRENERO,BARRENERO_I,,0,04/03/19
267,BIBLIOTECOLOGO,BIBLIOTECOLOGO_I,,0,04/03/19
268,BIBLIOTECOLOGO,BIBLIOTECOLOGO_II,,0,04/03/19
269,BIBLIOTECOLOGO,BIBLIOTECOLOGO_III (SUPERVISOR),,0,04/03/19
270,BIOLOGO,BIOLOGO_I,,0,04/03/19
271,BIOLOGO,BIOLOGO_III (SUPERVISOR),,0,04/03/19
272,BIOLOGO,BIOLOGO_JEFE,,0,04/03/19
273,CABO,CABO_1RO.,,0,04/03/19
274,CABO,CABO_2DO.,,0,04/03/19
275,CACIQUE_GENERAL,CACIQUE_GENERAL,,0,04/03/19
