jobs_id;job_position;job_title;PEP;PEP2;date_record;cluster
82;ANALISTA_DE QUEJAS;ANALISTA_DE QUEJAS;;0;04/03/19;2
83;ANALISTA_DE RECURSOS HUMANOS;ANALISTA_DE RECURSOS HUMANOS;;0;04/03/19;3
84;ANALISTA_DE RECURSOS HUMANOS;ANALISTA_DE RECURSOS HUMANOS SUPERVISOR;;0;04/03/19;2
85;ANALISTA_DE RELACIONES INTERNACIONALES;ANALISTA_DE RELACIONES INTERNACIONALES I;;0;04/03/19;2
86;ANALISTA_DE RELACIONES INTERNACIONALES;ANALISTA_DE RELACIONES INTERNACIONALES II;;0;04/03/19;2
87;ANALISTA_DE SISTEMAS Y METODOS  INFORMATICOS;ANALISTA_DE SISTEMAS Y METODOS  INFORMATICOS I;;0;04/03/19;2
88;ANALISTA_DE SISTEMAS Y METODOS  INFORMATICOS;ANALISTA_DE SISTEMAS Y METODOS  INFORMATICOS II;;0;04/03/19;2
89;ANALISTA_DE SISTEMAS Y METODOS INFORMATICOS;ANALISTA_DE SISTEMAS Y METODOS INFORMATICOS III (SUPERVISOR);;0;04/03/19;2
90;ANALISTA_DE SUELOS Y MATERIALES;ANALISTA_DE SUELOS Y MATERIALES I;;0;04/03/19;2
91;ANALISTA_DE SUELOS Y MATERIALES;ANALISTA_DE SUELOS Y MATERIALES II;;0;04/03/19;2
92;ANALISTA_DE SUELOS Y MATERIALES;ANALISTA_DE SUELOS Y MATERIALES III     (SUPERVISOR);;0;04/03/19;2
93;ANALISTA_DE TRAMITES DE MIGRACION;ANALISTA_DE TRAMITES DE MIGRACION I;;0;04/03/19;2
94;ANALISTA_DEL SISTEMA DE CONTABILIDAD GUBERNAMENTAL;ANALISTA_DEL SISTEMA DE CONTABILIDAD GUBERNAMENTAL I;;0;04/03/19;2
95;ANALISTA_DEL SISTEMA DE CONTABILIDAD GUBERNAMENTAL;ANALISTA_DEL SISTEMA DE CONTABILIDAD GUBERNAMENTAL II;;0;04/03/19;2
96;ANALISTA_DEL SISTEMA DE CONTABILIDAD GUBERNAMENTAL;ANALISTA_DEL SISTEMA DE CONTABILIDAD GUBERNAMENTAL III (SUPE;;0;04/03/19;2
97;ANALISTA_ECONOMICO FINANCIERO;ANALISTA_ECONOMICO FINANCIERO;;0;04/03/19;2
98;ANALISTA_ECONOMICO Y SOCIAL;ANALISTA_ECONOMICO Y SOCIAL;;0;04/03/19;2
99;ANALISTA_FINANCIERO;ANALISTA_FINANCIERO I;;0;04/03/19;2
100;ANALISTA_FINANCIERO;ANALISTA_FINANCIERO II;;0;04/03/19;2
101;ANALISTA_FINANCIERO;ANALISTA_FINANCIERO III (SUPERVISOR);;0;04/03/19;2
102;ANALISTA_OCUPACIONAL;ANALISTA_OCUPACIONAL I;;0;04/03/19;99
103;ANALISTA_PROGRAMADOR;ANALISTA_PROGRAMADOR DE SISTEMAS;;0;04/03/19;2
104;ANALISTA_PROGRAMADOR;ANALISTA_PROGRAMADOR DE SISTEMAS WEB;;0;04/03/19;2
105;ANALISTA_TECNICO ECONOMICO Y FINANCIERO;ANALISTA_TECNICO ECONOMICO Y FINANCIERO;;0;04/03/19;2
106;ANALISTA_TECNICO ECONOMICO Y FINANCIERO;ANALISTA_TECNICO ECONOMICO Y FINANCIERO SUPERVISOR;;0;04/03/19;2
107;ANALISTA_TRIBUTARIO;ANALISTA_TRIBUTARIO;;0;04/03/19;2
108;ANOTADOR_DE CARGA;ANOTADOR_DE CARGA;;0;04/03/19;2
109;ARCHIVERO;ARCHIVERO_I;;0;04/03/19;2
110;ARCHIVERO;ARCHIVERO_II;;0;04/03/19;2
111;ARCHIVERO;ARCHIVERO_III (SUPERVISOR);;0;04/03/19;2
112;ARMADOR_DE IMPRENTA;ARMADOR_DE IMPRENTA  I;;0;04/03/19;2
113;ARMADOR_DE IMPRENTA;ARMADOR_DE IMPRENTA II;;0;04/03/19;2
114;ARMADOR_DE PUENTES;ARMADOR_DE PUENTES;;0;04/03/19;2
115;ARQUITECTO;ARQUITECTO_  I;;0;04/03/19;2
116;ARQUITECTO;ARQUITECTO_ II;;0;04/03/19;2
117;ARQUITECTO;ARQUITECTO_III (SUPERVISOR);;0;04/03/19;2
118;ASCENSORISTA;ASCENSORISTA;;0;04/03/19;2
119;ASESOR_ADMINISTRATIVO LEGISLATIVO;ASESOR_ADMINISTRATIVO LEGISLATIVO;P;1;04/03/19;2
120;ASESOR_ECONOMICO;ASESOR_ECONOMICO;;0;04/03/19;2
121;ASESOR_FINANCIERO;ASESOR_FINANCIERO;;0;04/03/19;2
122;ASESOR;ASESOR_I;;0;04/03/19;2
123;ASESOR;ASESOR_II;;0;04/03/19;2
124;ASESOR_LEGAL;ASESOR_LEGAL;;0;04/03/19;3
125;ASESOR_TECNICO ESPECIALIZADO;ASESOR_TECNICO ESPECIALIZADO;;0;04/03/19;2
126;ASISTENTE_ADMINISTRATIVO DEL DESPACHO PRESIDENCIAL;ASISTENTE_ADMINISTRATIVO DEL DESPACHO PRESIDENCIAL;;0;04/03/19;2
127;ASISTENTE_ADMINISTRATIVO;ASISTENTE_ADMINISTRATIVO I;;0;04/03/19;99
128;ASISTENTE_ADMINISTRATIVO;ASISTENTE_ADMINISTRATIVO II;;0;04/03/19;99
129;ASISTENTE_AGROPECUARIO;ASISTENTE_AGROPECUARIO I;;0;04/03/19;2
130;ASISTENTE_AGROPECUARIO;ASISTENTE_AGROPECUARIO II;;0;04/03/19;2
131;ASISTENTE_AGROPECUARIO;ASISTENTE_AGROPECUARIO III;;0;04/03/19;2
132;ASISTENTE_DE  OFICIAL DE PROTOCOLO;ASISTENTE_DE  OFICIAL DE PROTOCOLO;;0;04/03/19;2
133;ASISTENTE_DE ABOGADO;ASISTENTE_DE ABOGADO  I;;0;04/03/19;2
134;ASISTENTE_DE ABOGADO;ASISTENTE_DE ABOGADO II;;0;04/03/19;2
135;ASISTENTE_DE ABOGADO;ASISTENTE_DE ABOGADO III;;0;04/03/19;2
136;ASISTENTE_DE ANALISTA DE ACCIONES DE PERSONAL;ASISTENTE_DE ANALISTA DE ACCIONES DE PERSONAL;;0;04/03/19;2
137;ASISTENTE_DE ANALISTA DE ORGANIZACION Y SISTEMAS ADMTVOS.;ASISTENTE_DE ANALISTA DE ORGANIZACION Y SISTEMAS ADMTVOS.;;0;04/03/19;2
138;ASISTENTE_DE ANALISTA DE PERSONAL;ASISTENTE_DE ANALISTA DE PERSONAL;;0;04/03/19;2
139;ASISTENTE_DE ANALISTA DE PRESUPUESTO;ASISTENTE_DE ANALISTA DE PRESUPUESTO;;0;04/03/19;2
140;ASISTENTE_DE ARQUITECTO;ASISTENTE_DE ARQUITECTO;;0;04/03/19;2
141;ASISTENTE_DE AUDITORIA;ASISTENTE_DE AUDITORIA;;0;04/03/19;2
142;ASISTENTE_DE BIBLIOTECOLOGO;ASISTENTE_DE BIBLIOTECOLOGO;;0;04/03/19;2
143;ASISTENTE_DE BIOLOGO;ASISTENTE_DE BIOLOGO;;0;04/03/19;2
144;ASISTENTE_DE CITOLOGIA;ASISTENTE_DE CITOLOGIA;;0;04/03/19;2
145;ASISTENTE_DE CLINICA;ASISTENTE_DE CLINICA;;0;04/03/19;2
146;ASISTENTE_DE CLINICA;ASISTENTE_DE CLINICA II;;0;04/03/19;2
147;ASISTENTE_DE CLINICA;ASISTENTE_DE CLINICA III;;0;04/03/19;2
148;ASISTENTE_DE CLINICA;ASISTENTE_DE CLINICA IV;;0;04/03/19;2
149;ASISTENTE_DE CLINICA;ASISTENTE_DE CLINICA IX;;0;04/03/19;2
150;ASISTENTE_DE CLINICA;ASISTENTE_DE CLINICA V;;0;04/03/19;2
151;ASISTENTE_DE CLINICA;ASISTENTE_DE CLINICA VI;;0;04/03/19;2
152;ASISTENTE_DE CLINICA;ASISTENTE_DE CLINICA VII;;0;04/03/19;2
153;ASISTENTE_DE CLINICA;ASISTENTE_DE CLINICA VIII;;0;04/03/19;2
154;ASISTENTE_DE CLINICA;ASISTENTE_DE CLINICA X;;0;04/03/19;2
155;ASISTENTE_DE CLINICA;ASISTENTE_DE CLINICA XIV;;0;04/03/19;99
156;ASISTENTE_DE CONTABILIDAD;ASISTENTE_DE CONTABILIDAD;;0;04/03/19;3
157;ASISTENTE_DE DEFENSOR DE OFICIO;ASISTENTE_DE DEFENSOR DE OFICIO;;0;04/03/19;2
158;ASISTENTE_DE DIETETICA;ASISTENTE_DE DIETETICA;;0;04/03/19;2
159;ASISTENTE_DE DISENADOR GRAFICO;ASISTENTE_DE DISEQADOR GRAFICO;;0;04/03/19;2
160;ASISTENTE_DE ECONOMISTA;ASISTENTE_DE ECONOMISTA;;0;04/03/19;99
161;ASISTENTE_DE ESTADISTICA;ASISTENTE_DE ESTADISTICA;;0;04/03/19;2
162;ASISTENTE_DE FISIOTERAPIA;ASISTENTE_DE FISIOTERAPIA I;;0;04/03/19;2
163;ASISTENTE_DE FISIOTERAPIA;ASISTENTE_DE FISIOTERAPIA IV;;0;04/03/19;2
164;ASISTENTE_DE FISIOTERAPIA O KINESIOLOGIA;ASISTENTE_DE FISIOTERAPIA O KINESIOLOGIA;;0;04/03/19;2
165;ASISTENTE_DE INFORMACION Y RELACIONES PUBLICAS;ASISTENTE_DE INFORMACION Y RELACIONES PUBLICAS;;0;04/03/19;2
166;ASISTENTE_DE INVESTIGADOR;ASISTENTE_DE INVESTIGADOR;;0;04/03/19;2
167;ASISTENTE_DE JUEZ;ASISTENTE_DE JUEZ;;0;04/03/19;2
168;ASISTENTE_DE LABORATORIO;ASISTENTE_DE LABORATORIO;;0;04/03/19;3
169;ASISTENTE_DE LABORATORIO DOCENTE;ASISTENTE_DE LABORATORIO DOCENTE;;0;04/03/19;2
170;ASISTENTE_DE MAGISTRADO;ASISTENTE_DE MAGISTRADO;;0;04/03/19;2
171;ASISTENTE_DE MECANICO DE MANTENIMIENTO;ASISTENTE_DE MECANICO DE MANTENIMIENTO;;0;04/03/19;2
172;ASISTENTE_DE PERITO FORENSE;ASISTENTE_DE PERITO FORENSE;;0;04/03/19;3
173;ASISTENTE_DE PLANIFICADOR;ASISTENTE_DE PLANIFICADOR;;0;04/03/19;2
174;ASISTENTE_DE PROCURADOR;ASISTENTE_DE PROCURADOR;;0;04/03/19;1
175;ASISTENTE_DE PRODUCCION;ASISTENTE_DE PRODUCCION;;0;04/03/19;2
176;ASISTENTE_DE PRODUCCION TELEVISIVA Y RADIAL;ASISTENTE_DE PRODUCCION TELEVISIVA Y RADIAL;;0;04/03/19;2
177;ASISTENTE_DE PSICOLOGO;ASISTENTE_DE PSICOLOGO;;0;04/03/19;2
178;ASISTENTE_DE QUIMICA;ASISTENTE_DE QUIMICA;;0;04/03/19;2
179;ASISTENTE_DE SALUD;ASISTENTE_DE SALUD;;0;04/03/19;3
180;ASISTENTE_DE SALUD;ASISTENTE_DE SALUD I;;0;04/03/19;2
181;ASISTENTE_DE SALUD;ASISTENTE_DE SALUD II;;0;04/03/19;2
182;ASISTENTE_DE SALUD;ASISTENTE_DE SALUD IV;;0;04/03/19;2
183;ASISTENTE_DE SALUD;ASISTENTE_DE SALUD IX;;0;04/03/19;2
184;ASISTENTE_DE SALUD MENTAL;ASISTENTE_DE SALUD MENTAL;;0;04/03/19;2
185;ASISTENTE_DE SALUD;ASISTENTE_DE SALUD V;;0;04/03/19;2
186;ASISTENTE_DE SALUD;ASISTENTE_DE SALUD VI;;0;04/03/19;2
187;ASISTENTE_DE SALUD;ASISTENTE_DE SALUD VII;;0;04/03/19;2
188;ASISTENTE_DE SALUD;ASISTENTE_DE SALUD VIII;;0;04/03/19;2
189;ASISTENTE_DE SALUD;ASISTENTE_DE SALUD X;;0;04/03/19;2
190;ASISTENTE_DE SALUD;ASISTENTE_DE SALUD XI;;0;04/03/19;2
191;ASISTENTE_DE SALUD;ASISTENTE_DE SALUD XII;;0;04/03/19;2
192;ASISTENTE_DE SALUD;ASISTENTE_DE SALUD XIII;;0;04/03/19;2
193;ASISTENTE_DE SALUD;ASISTENTE_DE SALUD XIV;;0;04/03/19;99
194;ASISTENTE_DE TECNICO  EN  RADIOLOGIA MEDICA;ASISTENTE_DE TECNICO  EN  RADIOLOGIA MEDICA;;0;04/03/19;2
195;ASISTENTE_DE TESORERIA;ASISTENTE_DE TESORERIA;;0;04/03/19;2
196;ASISTENTE_DE TOPOGRAFIA;ASISTENTE_DE TOPOGRAFIA;;0;04/03/19;2
197;ASISTENTE_DE TRABAJO SOCIAL;ASISTENTE_DE TRABAJO SOCIAL;;0;04/03/19;2
198;ASISTENTE_EJECUTIVO;ASISTENTE_EJECUTIVO I;;0;04/03/19;3
199;ASISTENTE_EJECUTIVO;ASISTENTE_EJECUTIVO II;;0;04/03/19;2
200;ASISTENTE_FISCAL;ASISTENTE_FISCAL;;0;04/03/19;3
201;ASISTENTE_JEFE DE MANTENIMIENTO Y EQUIPO;ASISTENTE_JEFE DE MANTENIMIENTO Y EQUIPO;;0;04/03/19;2
202;ASISTENTE_JURIDICO DE FISCAL;ASISTENTE_JURIDICO DE FISCAL;;0;04/03/19;2
203;ASISTENTE_LEGAL;ASISTENTE_LEGAL DE CAMPO;;0;04/03/19;2
204;ASISTENTE_PRESIDENCIAL;ASISTENTE_PRESIDENCIAL;;0;04/03/19;2
205;ASISTENTE_TECNICO;ASISTENTE_TECNICO;;0;04/03/19;2
206;ASISTENTE_TECNICO DE EQUIPO DE SONIDO;ASISTENTE_TECNICO DE EQUIPO DE SONIDO;;0;04/03/19;2
207;ASISTENTE_TECNICO LEGAL;ASISTENTE_TECNICO LEGAL I;;0;04/03/19;2
208;ASISTENTE_TECNICO LEGAL;ASISTENTE_TECNICO LEGAL II;;0;04/03/19;2
209;ASISTENTE_TECNICO LEGAL;ASISTENTE_TECNICO LEGAL III;;0;04/03/19;2
210;ASISTENTE_TECNICO PARLAMENTARIO;ASISTENTE_TECNICO PARLAMENTARIO;;0;04/03/19;2
211;AUDITOR_BANCARIO;AUDITOR_BANCARIO I;;0;04/03/19;2
212;AUDITOR_FISCAL;AUDITOR_FISCAL I;;0;04/03/19;2
213;AUDITOR_FISCAL;AUDITOR_FISCAL II;;0;04/03/19;2
214;AUDITOR_FISCAL;AUDITOR_FISCAL III;;0;04/03/19;3
215;AUDITOR_FISCAL SUPERVISOR;AUDITOR_FISCAL SUPERVISOR;;0;04/03/19;2
216;AUDITOR;AUDITOR_I;;0;04/03/19;3
217;AUDITOR;AUDITOR_II;;0;04/03/19;3
218;AUDITOR;AUDITOR_III (SUPERVISOR);;0;04/03/19;2
219;AUXILIAR_DE ALMACENISTA;AUXILIAR_DE ALMACENISTA;;0;04/03/19;2
220;AUXILIAR_DE BIBLIOTECA;AUXILIAR_DE BIBLIOTECA I;;0;04/03/19;2
221;AUXILIAR_DE BIBLIOTECA;AUXILIAR_DE BIBLIOTECA II;;0;04/03/19;2
222;AUXILIAR_DE CAJERO;AUXILIAR_DE CAJERO;;0;04/03/19;2
223;AUXILIAR_DE COCINA;AUXILIAR_DE COCINA;;0;04/03/19;2
224;AUXILIAR_DE CONTABILIDAD;AUXILIAR_DE CONTABILIDAD;;0;04/03/19;2
225;AUXILIAR_DE FISIOTERAPIA;AUXILIAR_DE FISIOTERAPIA I;;0;04/03/19;2
226;AUXILIAR_DE FISIOTERAPIA;AUXILIAR_DE FISIOTERAPIA IV;;0;04/03/19;2
227;AUXILIAR_DE FISIOTERAPIA;AUXILIAR_DE FISIOTERAPIA V;;0;04/03/19;2
228;AUXILIAR_DE IMPRENTA;AUXILIAR_DE IMPRENTA;;0;04/03/19;2
229;AUXILIAR_DE INFORMACION Y RELACIONES PUBLICAS;AUXILIAR_DE INFORMACION Y RELACIONES PUBLICAS;;0;04/03/19;2
230;AUXILIAR_DE LA OFICINA JUDICIAL;AUXILIAR_DE LA OFICINA JUDICIAL;;0;04/03/19;3
231;AUXILIAR_DE LABORATORIO CLINICO;AUXILIAR_DE LABORATORIO CLINICO I;;0;04/03/19;2
232;AUXILIAR_DE LABORATORIO CLINICO;AUXILIAR_DE LABORATORIO CLINICO IV;;0;04/03/19;2
233;AUXILIAR_DE LABORATORIO CLINICO;AUXILIAR_DE LABORATORIO CLINICO IX;;0;04/03/19;2
234;AUXILIAR_DE LABORATORIO CLINICO;AUXILIAR_DE LABORATORIO CLINICO V;;0;04/03/19;2
235;AUXILIAR_DE LABORATORIO CLINICO;AUXILIAR_DE LABORATORIO CLINICO VI;;0;04/03/19;2
236;AUXILIAR_DE LABORATORIO CLINICO;AUXILIAR_DE LABORATORIO CLINICO VIII;;0;04/03/19;2
237;AUXILIAR_DE LABORATORIO CLINICO;AUXILIAR_DE LABORATORIO CLINICO X;;0;04/03/19;2
238;AUXILIAR_DE LABORATORIO CLINICO;AUXILIAR_DE LABORATORIO CLINICO XIV;;0;04/03/19;2
239;AUXILIAR_DE MAESTRA PARVULARIA;AUXILIAR_DE MAESTRA PARVULARIA;;0;04/03/19;2
240;AUXILIAR_DE ODONTOLOGIA;AUXILIAR_DE ODONTOLOGIA;;0;04/03/19;2
241;AUXILIAR_DE ORTOPEDIA;AUXILIAR_DE ORTOPEDIA;;0;04/03/19;99
242;AUXILIAR_DE PERFORADOR DE POZOS;AUXILIAR_DE PERFORADOR DE POZOS;;0;04/03/19;2
243;AUXILIAR_DE PSICOLOGIA;AUXILIAR_DE PSICOLOGIA;;0;04/03/19;2
244;AUXILIAR_DE TERAPIA OCUPACIONAL;AUXILIAR_DE TERAPIA OCUPACIONAL;;0;04/03/19;99
245;AUXILIAR_DE TOPOGRAFIA;AUXILIAR_DE TOPOGRAFIA;;0;04/03/19;2
246;AVALUADOR;AVALUADOR_I;;0;04/03/19;2
247;AVALUADOR;AVALUADOR_II;;0;04/03/19;2
248;AVALUADOR;AVALUADOR_JEFE;;0;04/03/19;2
249;AYUDANTE_ DE ELECTRICISTA;AYUDANTE_ DE ELECTRICISTA;;0;04/03/19;2
250;AYUDANTE_CARPINTERO;AYUDANTE_CARPINTERO;;0;04/03/19;2
251;AYUDANTE_DE ALBAQIL;AYUDANTE_DE ALBAQIL;;0;04/03/19;2
252;AYUDANTE_DE AUTOPSIA;AYUDANTE_DE AUTOPSIA;;0;04/03/19;2
253;AYUDANTE_DE ENGRASADOR;AYUDANTE_DE ENGRASADOR;;0;04/03/19;2
254;AYUDANTE_DE FONTANERO;AYUDANTE_DE FONTANERO;;0;04/03/19;2
255;AYUDANTE_DE INVESTIGADOR ADMINISTRATIVO;AYUDANTE_DE INVESTIGADOR ADMINISTRATIVO;;0;04/03/19;2
256;AYUDANTE_DE MECANICA;AYUDANTE_DE MECANICA;;0;04/03/19;2
257;AYUDANTE_DE MECANICO DE REFRIGERACION;AYUDANTE_DE MECANICO DE REFRIGERACION;;0;04/03/19;2
258;AYUDANTE_DE OPERADOR DE MAQUINARIA  INDUSTRIAL;AYUDANTE_DE OPERADOR DE MAQUINARIA  INDUSTRIAL;;0;04/03/19;2
259;AYUDANTE_DE REPARADOR DE LLANTAS;AYUDANTE_DE REPARADOR DE LLANTAS;;0;04/03/19;2
