tariff_code,product_name
303410000,- - Albacoras o atunes blancos (Thunnus alalunga)
303420000,- - Atunes de aleta amarilla (rabiles) (Thunnus albacares)
303430000,- - Listados o bonitos de vientre rayado
303440000,- - Atunes ojo grande (Patudos) (Thunnus obesus)
303450000,"- - Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus, Thunnus orientalis)"
303460000,- - Atunes del sur (Thunnus maccoyii)
303490000,- - Los demás
303510000,"- - Arenques (Clupea harengus, Clupea pallasii)"
303530000,"- - Sardinas (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.) y espadines (Sprattus sprattus)"
303540000,"- - Caballas (macarelas) (Scomber scombrus, Scomber australasicus, Scomber japonicus)"
303550000,- - Jureles (Trachurus spp.)
303560000,- - Cobias (Rachycentron canadum)
303570000,- - Peces espada (Xiphias gladius)
303590000,- - Los demás 
303630000,"- - Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
303640000,- - Eglefinos (Melanogrammus aeglefinus)
303650000,- - Carboneros (Pollachius virens)
303660000,"- - Merluzas (Merluccius spp., Urophycis spp.)"
303670000,- - Abadejos de Alaska (Theragra chalcogramma)
303680000,"- - Bacaladillas (Micromesistius poutassou, Micromesistius australis)"
303690000,- - Los demás
303810000,- - Cazones y demás escualos
303820000,- - Rayas (Rajidae)
303830000,"- - Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.)"
303840000,- - Róbalos (Dicentrarchus spp.)
303890000,- - Los demás
303910000,"- - Hígados, huevas y lechas"
303920000,- - Aletas de tiburón
303991000,"- - - De atunes, listados o bonitos de vientre rayado, sardinas, sardinelas, espadines y caballas (macarelas)"
303992000,"- - - De Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster) o de róbalos (Dicentrarchus spp.)"
303999000,- - - Otros
304310000,- - Tilapias (Oreochromis spp.)
304320000,"- - Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
304330000,- - Percas del Nilo (Lates niloticus)
304390000,- - Los demás
304410000,"- - Salmones del pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)"
304420000,"- - Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)"
304430000,"- - Pescados planos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae y Citharidae)"
304440000,"- - Pescados de las familias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae y Muraenolepididae"
304450000,- - Peces espada (Xiphias gladius)
304460000,"- - Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.)"
304470000,- - Cazones y demás escualos
304480000,- - Rayas (Rajidae)
304490000,- - Los demás
304510000,"- - Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.)"
304520000,- - Salmónidos
304530000,"- - Pescados de las familias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae y Muraenolepididae"
304540000,- - Peces espada (Xiphias gladius)
304550000,"- - Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.)"
304560000,- - Cazones y demás escualos
304570000,- - Rayas (Rajidae)
304590000,- - Los demás
304610000,- - Tilapias (Oreochromis spp.)
304620000,"- - Bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
304630000,- - Percas del Nilo (Lates niloticus)
304690000,- - Los demás
304710000,"- - Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
304720000,- - Eglefinos (Melanogrammus aeglefinus)
304730000,- - Carboneros (Pollachius virens)
304740000,"- - Merluzas (Merluccius spp., Urophycis spp.)"
304750000,- - Abadejos de Alaska (Theragra chalcogramma)
304790000,- - Los demás
304810000,"- - Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)"
304820000,"- - Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)"
304830000,"- - Pescados planos (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae y Citharidae)"
304840000,- - Peces espada (Xiphias gladius)
304850000,"- - Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.)"
304860000,"- - Arenques (Clupea harengus, Clupea pallasii)"
304870000,"- - Atunes (del género Thunnus), listados o bonitos de vientre rayado (Euthynnus (Katsuwonus) pelamis)"
304880000,"- - Cazones, demás escualos y rayas (Rajidae)"
304891000,- - - Pargos (Lutjanus spp.)
304892000,- - - Dorados (Coryphaena hippurus)
304893000,"- - - Cabrillas (Epinephelus spp., Paralabrax spp.)"
304894000,- - - Corvinas (Sciaena spp.)
304895000,"- - - Marlines (Makaira spp., Tetrapturus spp.)"
304896000,"- - - Las demás tilapias, excepto las que se clasifican en el inciso arancelario 0304.61.00.00"
304897000,- - - Meros (Epinephelus guaza)
304899000,- - - Otros
304910000,- - Peces espada (Xiphias gladius)
304920000,"- - Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.)"
304930000,"- - Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp, Carassius spp, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.)"
304940000,- - Abadejos de Alaska (Theragra chalcogramma)
304950000,"- - Pescados de las familias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae y Muraenolepididae, excepto el abadejos de Alaska (Theragra chalcogramma)"
304960000,- - Cazones y demás escualos
304970000,- - Rayas (Rajidae)
304990000,- - Los demás
305100000,"- Harina, polvo y ""pellets"" de pescado, aptos para la alimentación humana"
305200000,"- Hígados, huevas y lechas de pescado, secos, ahumados, salados o en salmuera"
305310000,"- - Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp, Carassius spp, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.)"
305320000,"- - Pescados de las familias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae y Muraenolepididae"
305390000,- - Los demás
305410000,"- - Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)"
305420000,"- - Arenques (Clupea harengus, Clupea pallasii)"
305430000,"- - Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)"
305440000,"- - Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp, Carassius spp, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.)"
305490000,- - Los demás
305510000,"- - Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
305520000,"- - Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.)"
305530000,"- - Pescados de las familias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae y Muraenolepididae, excepto los bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
305540000,"- - Arenques (Clupea harengus, Clupea pallasii), anchoas (Engraulis spp.), sardinas (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.), espadines (Sprattus sprattus), caballas (macarelas) (Scomber scombrus, Scomber australasicus, Scomber japonicus), caballas de la India (Rastrelliger spp.), carites (Scomberomorus spp.), jureles (Trachurus spp.), pámpanos (Caranx spp.), cobias (Rachycentron canadum), palometones plateados (Pampus spp.), papardas del Pacífico (Cololabis saira), macarelas (Decapterus spp.), capelanes (Mallotus villosus), peces espada (Xiphias gladius), bacoretas orientales (Euthynnus affinis), bonitos (Sarda spp.), agujas, marlines, peces vela o picudos (Istiophoridae)"
305590000,- - Los demás
305610000,"- - Arenques (Clupea harengus, Clupea pallasii)"
305620000,"- - Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
305630000,- - Anchoas (Engraulis spp.)
305640000,"- - Tilapias (Oreochromis spp.), bagres o peces gato (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carpas (Cyprinus spp, Carassius spp, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), anguilas (Anguilla spp.), percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.)"
305690000,- - Los demás
305710000,- - Aletas de tiburón
305720000,"- - Cabezas, colas y vejigas natatorias, de pescado"
305790000,- - Los demás
306111100,"- - - - Enteras, sin ahumar"
306111200,"- - - - Cabezas, sin ahumar"
306111300,"- - - - Colas, sin ahumar"
306111400,"- - - - Enteras, cabezas y colas, ahumadas, incluso cocidas antes o durante el ahumado"
306112100,"- - - - Ahumadas, incluso cocidas antes o durante el ahumado"
306112900,- - - - Las demás
306121000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
306129000,- - - Otros
306141000,"- - - Ahumados, incluso pelados cocidos antes o durante el ahumado"
306149000,- - - Otros
306151000,"- - - Ahumadas, incluso peladas o cocidas antes o durante el ahumado"
306159000,- - - Otras
306161000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
306169000,- - - Otros
306171100,"- - - - Cultivados, sin ahumar"
306171200,"- - - - Cultivados, ahumados, incluso pelados o cocidos antes o durante el ahumado"
306171300,"- - - - Los demás, ahumados, incluso pelados o cocidos antes o durante el ahumado"
306171900,- - - - Los demás
306179100,"- - - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
306179900,- - - - Los demás
306191000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
306199000,"- - - Otros, incluidos la harina, polvo y “pellets” de crustáceos, aptos para la alimentación humana"
306311000,"- - - Ahumadas, incluso peladas o cocidas antes o durante el ahumado"
306319000,- - - Otras
306321000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
306329000,- - - Otros
306331000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
306339000,- - - Otros
306341000,"- - - Ahumadas, incluso peladas o cocidas antes o durante el ahumado"
306349000,- - - Otras
306351000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
306359000,- - - Otros
306361000,- - - Larvas para la repoblación
306369100,"- - - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
306369900,- - - - Otros
306391000,"- - - Harina, polvo y “pellets”"
306399100,"- - - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
306399900,- - - - Otros
306911000,"- - - Ahumadas, incluso peladas o cocidas antes o durante el ahumado"
306919000,- - - Otras
306921000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
306929000,- - - Otros
306931000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
306939000,- - - Otros
306941000,"- - - Ahumadas, incluso peladas o cocidas antes o durante el ahumado"
306949000,- - - Otras
306951000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
306959000,- - - Otros
306991000,"- - - Harina, polvo y “pellets”"
306999100,"- - - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
306999900,- - - - Otros
307110000,"- - Vivas, frescas o refrigeradas"
307121000,"- - - Ahumadas, incluso peladas o cocidas antes o durante el ahumado"
307129000,- - - Otras
307191000,"- - - Ahumadas, incluso peladas o cocidas antes o durante el ahumado"
307199000,- - - Otras
307210000,"- - Vivos, frescos o refrigerados"
307221000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
307229000,- - - Otros
307291000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
307299000,- - - Otros
307310000,"- - Vivos, frescos o refrigerados"
307321000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
307329000,- - - Otros
307391000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
307399000,- - - Otros
307420000,"- - Vivos, frescos o refrigerados"
307431100,"- - - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
307431900,- - - - Otros
307439100,"- - - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
307439900,- - - - Otros
307491000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
307499000,- - - Otros
307510000,"- - Vivos, frescos o refrigerado"
307521000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
307529000,- - - Otros
307591000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
307599000,- - - Otros
307601000,"- - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
307609000,- - Otros
307710000,"- - Vivos, frescos o refrigerados"
307721000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
307729000,- - - Otros
307791000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
307799000,- - - Otros
307810000,"- - Abulones u orejas de mar (Haliotis spp.), Vivos, frescos o refrigerados"
307820000,"- - Cobos (caracoles de mar) (Strombus spp.), vivos, frescos o refrigerados"
307831000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
307839000,- - - Otros
307841000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
307849000,- - - Otros
307871000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
307879000,- - - Otros
307881000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
307889000,- - - Otros
307910000,"- - Vivos, frescos o refrigerados"
307921000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
307929000,- - - Otros
307991000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
307999000,- - - Otros
308110000,"- - Vivos, frescos o refrigerados"
308121000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
308129000,- - - Otros
308191000,"- - - Ahumados, incluso pelados o cocidos antes o durante el ahumado"
308199000,- - - Otros
308210000,"- - Vivos, frescos o refrigerados"
